**crime_scene_reports**
+-----+------+-------+-----+----------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  | year | month | day |        street        |                                                                                                       description                                                                                                        |
| 223936 | Natalie     |                | 6627121233      | F494C29       | 71305903       | 223936    | 2013          |
| 712712 | Jacqueline  | (910) 555-3251 |                 | 43V0R5D       | 33528144       | 712712    | 2013          |
| 354903 | Marilyn     | (568) 555-3190 | 7441135547      | 0R0FW39       | 11605357       | 354903    | 2014          |
| 225259 | Sean        | (867) 555-9103 | 4377966420      |               | 66254725       | 225259    | 2014          |
| 341739 | Rebecca     | (891) 555-5672 | 6264773605      |               | 92647903       | 341739    | 2014          |
| 423393 | Carol       | (168) 555-6126 | 6128131458      | 81MNC9R       | 20774848       | 423393    | 2014          |
| 730171 | Ann         | (601) 555-6795 | 4215752756      | 84869TJ       | 73183211       | 730171    | 2014          |
| 534459 | Olivia      | (258) 555-5627 | 6632213958      | X273ZK9       | 99835463       | 534459    | 2014          |
| 768035 | Diane       | (147) 555-6818 | 6099879058      | WR2G758       | 15911007       | 768035    | 2014          |
| 337221 | Christine   | (608) 555-9302 |                 | XE95071       | 15452229       | 337221    | 2014          |
| 379932 | Joshua      | (267) 555-2761 | 3761239013      | 1FBL6TH       | 69278040       | 379932    | 2014          |
| 622544 | Joe         | (452) 555-8550 |                 | 24X1AQM       | 66454844       | 622544    | 2014          |
| 395717 | Kenny       | (826) 555-1652 | 9878712108      | 30G67EN       | 28296815       | 395717    | 2014          |
| 260099 | Austin      |                | 5140313594      | P160306       | 21004503       | 260099    | 2014          |
| 231387 | Margaret    | (068) 555-0183 | 1782675901      | 60563QT       | 74812642       | 231387    | 2014          |
| 396669 | Iman        | (829) 555-5269 | 7049073643      | L93JTIZ       | 25506511       | 396669    | 2014          |
| 467400 | Luca        | (389) 555-5198 | 8496433585      | 4328GD8       | 28500762       | 467400    | 2014          |
| 419774 | Teresa      | (041) 555-4011 | 8699553201      | HW0BF87       | 19674896       | 419774    | 2014          |
| 764352 | Scott       | (801) 555-8906 | 6264781665      | 68K1239       | 94973060       | 764352    | 2014          |
| 907148 | Carina      | (031) 555-6622 | 9628244268      | Q12B3Z3       | 75571594       | 907148    | 2015          |
| 955017 | Sarah       | (505) 555-5698 | 9172951504      | 47602K4       | 85274751       | 955017    | 2015          |
| 788911 | Gloria      | (973) 555-3809 | 2835165196      | O010420       | 32747120       | 788911    | 2015          |
| 850016 | Mark        | (873) 555-3868 | 4631067354      | YD7376W       | 17171330       | 850016    | 2015          |
| 713341 | Donna       |                |                 | 8LLB02B       | 41935128       | 713341    | 2015          |
| 743806 | Sharon      | (343) 555-0167 | 9687940003      | 9N79I17       | 57029719       | 743806    | 2015          |
| 251693 | Larry       | (892) 555-8872 | 2312901747      | O268ZZ0       | 72161631       | 251693    | 2015          |
| 585903 | Arthur      | (394) 555-3247 | 7884829354      | 64I1286       | 92206742       | 585903    | 2015          |
| 447494 | Dennis      |                | 4149859587      |               | 21656307       | 447494    | 2015          |
| 449774 | Taylor      | (286) 555-6063 | 1988161715      | 1106N58       | 76054385       | 449774    | 2015          |
| 313837 | Tyler       | (660) 555-3095 | 8613298074      | 3H26E71       | 44432923       | 313837    | 2015          |
| 253397 | Kristina    | (918) 555-2946 | 6131360461      | P743G7C       | 33637883       | 253397    | 2015          |
| 495558 | Stephanie   | (204) 555-4136 | 7712200330      | 2001OV9       | 26249951       | 495558    | 2016          |
| 623724 | Julia       |                | 5380305521      | L605IHS       | 87859883       | 623724    | 2016          |
| 677698 | John        | (016) 555-9166 | 8174538026      | 4468KVT       | 39774254       | 677698    | 2016          |
| 637069 | Michelle    | (738) 555-2050 | 4590049635      | 52E25A9       | 79165736       | 637069    | 2016          |
| 780088 | Nicole      | (123) 555-5144 | 3835860232      | 91S1K32       | 83997425       | 780088    | 2016          |
| 710572 | Richard     |                | 7894166154      | 20Q418R       | 66220752       | 710572    | 2016          |
| 630782 | Alexis      | (814) 555-5180 | 5310124622      | X4G3938       | 95773068       | 630782    | 2016          |
| 375525 | Noah        | (959) 555-4871 | 1095374669      | 11J91FW       | 21149684       | 375525    | 2016          |
| 280744 | Eugene      | (666) 555-5774 | 9584465633      | 47592FJ       | 28579039       | 280744    | 2016          |
| 720244 | Dorothy     | (047) 555-0577 | 9135709773      | 7T807V5       | 32134232       | 720244    | 2016          |
| 336397 | Joan        | (711) 555-3007 |                 | L476K20       | 99031604       | 336397    | 2016          |
| 834626 | Shirley     |                | 4754635619      | 3S8505X       | 67735369       | 834626    | 2016          |
| 620297 | Peter       | (751) 555-6567 | 9224308981      | N507616       | 96352349       | 620297    | 2016          |
| 325548 | Brandon     | (771) 555-6667 | 7874488539      | R3G7486       | 86850293       | 325548    | 2017          |
| 809194 | Alice       | (031) 555-9915 | 1679711307      | 1M92998       | 37033371       | 809194    | 2017          |
| 828675 | Nancy       | (998) 555-1979 | 7021171868      | 878Z799       | 32179718       | 828675    | 2017          |
| 769190 | Charles     | (427) 555-0556 | 3915621712      | R12SA4D       | 40665580       | 769190    | 2017          |
| 271242 | Albert      | (042) 555-1772 |                 | 673020C       | 40231842       | 271242    | 2017          |
| 274893 | Christina   | (547) 555-8781 | 4322787338      | 79X5400       | 96336648       | 274893    | 2017          |
| 748674 | Jeremy      | (194) 555-5027 | 1207566299      | V47T75I       | 16113845       | 748674    | 2017          |
| 205082 | Pamela      | (113) 555-7544 | 1050247273      | 5CIO816       | 16654966       | 205082    | 2017          |
| 604497 | Ralph       | (771) 555-7880 | 6464352048      | 3933NUH       | 69562812       | 604497    | 2017          |
| 929343 | Andrea      | (368) 555-3561 | 7954314541      | 245THL6       | 26797365       | 929343    | 2017          |
| 920334 | Stephen     | (247) 555-7205 |                 | 99N25L1       | 13156006       | 920334    | 2017          |
| 282425 | Martha      | (007) 555-2874 |                 | O784M2U       | 40981669       | 282425    | 2017          |
| 229076 | Aaron       | (420) 555-5821 | 9852889341      |               | 24133830       | 229076    | 2018          |
| 243696 | Barry       | (301) 555-4174 | 7526138472      | 6P58WS2       | 56171033       | 243696    | 2018          |
| 526940 | Hannah      | (877) 555-0523 | 3366196639      | 88CEO92       | 62690806       | 526940    | 2018          |
| 316531 | Eric        | (869) 555-6696 |                 | X8T96JM       | 86997719       | 316531    | 2018          |
| 837455 | Andrew      | (579) 555-5030 |                 | W2CT78U       | 79127781       | 837455    | 2018          |
| 384013 | Debra       |                | 2750542732      | 47MEFVA       | 52457779       | 384013    | 2018          |
| 485785 | Barbara     | (367) 555-0409 | 1165086731      | HN8I106       | 91814087       | 485785    | 2018          |
| 620295 | Janet       | (464) 555-2162 | 2160709651      | P72XP87       | 93401152       | 620295    | 2018          |
| 438727 | Benista     | (338) 555-6650 | 9586786673      | 8X428L0       | 81061156       | 438727    | 2018          |
| 518594 | Randy       | (984) 555-5921 | 7538263720      | 106OW2W       | 23708703       | 518594    | 2018          |
| 363991 | Christopher | (775) 555-7584 | 3249120117      | 91UQ3NC       | 31380453       | 363991    | 2018          |
| 685894 | Donald      | (971) 555-2231 |                 | R964VP9       | 14969369       | 685894    | 2018          |
| 539107 | Joseph      | (238) 555-5554 | 4328444220      |               | 79806482       | 539107    | 2019          |
| 537582 | Bradley     | (873) 555-8470 | 1526109096      | 9Y0JT4U       | 39696970       | 537582    | 2019          |
| 520840 | Jeffrey     |                | 2041495124      | EH6V12Q       | 27362189       | 520840    | 2019          |
| 343881 | Helen       |                | 8810489487      | G3QW7I4       | 27952274       | 343881    | 2019          |
| 506435 | Zachary     | (839) 555-1757 |                 | 5810O6V       | 66344537       | 506435    | 2019          |
| 591369 | Dylan       | (380) 555-4380 | 5776544886      | DN6Z7FH       | 98353484       | 591369    | 2019          |
| 682850 | Ethan       | (594) 555-6254 | 2996517496      | NAW9653       | 97773635       | 682850    | 2019          |
| 734908 | Maria       | (492) 555-5484 |                 | 3N39WQN       | 93622979       | 734908    | 2019          |
| 864400 | Robin       | (375) 555-8161 |                 | 4V16VO0       | 94751264       | 864400    | 2019          |
| 440007 | Sara        | (340) 555-8872 | 3412604728      | 99A843C       | 37409101       | 440007    | 2020          |
| 681821 | David       | (260) 555-0610 | 8834222028      | SF5001S       | 59116006       | 681821    | 2020          |
| 639344 | Charlotte   | (455) 555-5315 | 7226911797      | Z5FH038       | 15871517       | 639344    | 2020          |
| 953420 | Amy         | (670) 555-8598 | 9355133130      |               | 40237163       | 953420    | 2020          |
+--------+-------------+----------------+-----------------+---------------+----------------+-----------+---------------+
**airports**
+----+--------------+-----------------------------------------+---------------+
| id | abbreviation |                full_name                |     city      |
+----+--------------+-----------------------------------------+---------------+
| 1  | ORD          | O'Hare International Airport            | Chicago       |
| 2  | PEK          | Beijing Capital International Airport   | Beijing       |
| 3  | LAX          | Los Angeles International Airport       | Los Angeles   |
| 4  | LGA          | LaGuardia Airport                       | New York City |
| 5  | DFS          | Dallas/Fort Worth International Airport | Dallas        |
| 6  | BOS          | Logan International Airport             | Boston        |
| 7  | DXB          | Dubai International Airport             | Dubai         |
| 8  | CSF          | Fiftyville Regional Airport             | Fiftyville    |
| 9  | HND          | Tokyo International Airport             | Tokyo         |
| 10 | CDG          | Charles de Gaulle Airport               | Paris         |
| 11 | SFO          | San Francisco International Airport     | San Francisco |
| 12 | DEL          | Indira Gandhi International Airport     | Delhi         |
+----+--------------+-----------------------------------------+---------------+
**flights + passengers**
+----+-------------------+------------------------+------+-------+-----+------+--------+-----------+-----------------+------+
| id | origin_airport_id | destination_airport_id | year | month | day | hour | minute | flight_id | passport_number | seat |
+----+-------------------+------------------------+------+-------+-----+------+--------+-----------+-----------------+------+
| 1  | 8                 | 7                      | 2021 | 7     | 28  | 17   | 50     | 1         | 2400516856      | 2C   |
| 1  | 8                 | 7                      | 2021 | 7     | 28  | 17   | 50     | 1         | 9183348466      | 3B   |
| 1  | 8                 | 7                      | 2021 | 7     | 28  | 17   | 50     | 1         | 9628244268      | 4B   |
| 1  | 8                 | 7                      | 2021 | 7     | 28  | 17   | 50     | 1         | 3412604728      | 5A   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 2963008352      | 6C   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 9224308981      | 7B   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 5031682798      | 8C   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 2884243902      | 9D   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 7874488539      | 2C   |
| 2  | 2                 | 8                      | 2021 | 7     | 30  | 12   | 44     | 2         | 9608210024      | 3D   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 4120608613      | 4D   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 8914039923      | 5A   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 3249120117      | 6C   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 3915621712      | 7B   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 4195341387      | 8A   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 8613298074      | 9D   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 7178034193      | 2A   |
| 3  | 1                 | 8                      | 2021 | 7     | 26  | 13   | 56     | 3         | 4977790793      | 3B   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 6216255522      | 4B   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 3355598951      | 5C   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 2750542732      | 6C   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 1207566299      | 7A   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 9692634019      | 8C   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 5138876283      | 9B   |
| 4  | 1                 | 8                      | 2021 | 7     | 28  | 9    | 28     | 4         | 1165086731      | 2C   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 5140313594      | 3C   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 9135709773      | 4D   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 4377966420      | 5D   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 1833124350      | 6D   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 9586786673      | 7A   |
| 5  | 8                 | 3                      | 2021 | 7     | 27  | 11   | 45     | 5         | 7226911797      | 8D   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 3835860232      | 9A   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 1618186613      | 2C   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 7179245843      | 3B   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 1682575122      | 4B   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 7597790505      | 5D   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 6128131458      | 6B   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 6264773605      | 7D   |
| 6  | 8                 | 5                      | 2021 | 7     | 28  | 13   | 49     | 6         | 3642612721      | 8A   |
| 7  | 8                 | 1                      | 2021 | 7     | 30  | 18   | 5      | 7         | 4356447308      | 9C   |
| 7  | 8                 | 1                      | 2021 | 7     | 30  | 18   | 5      | 7         | 7441135547      | 2C   |
| 7  | 8                 | 1                      | 2021 | 7     | 30  | 18   | 5      | 7         | 4041498045      | 3C   |
| 7  | 8                 | 1                      | 2021 | 7     | 30  | 18   | 5      | 7         | 7951366683      | 4B   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 9172951504      | 5A   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 5310124622      | 6D   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 5806941094      | 7B   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 9852889341      | 8A   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 3699913849      | 9C   |
| 8  | 8                 | 2                      | 2021 | 7     | 30  | 20   | 56     | 8         | 2996517496      | 2C   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 7918203533      | 3A   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 3925120216      | 4D   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 3816396248      | 5D   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 9584465633      | 6D   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 7020183712      | 7A   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 7712200330      | 8A   |
| 9  | 2                 | 8                      | 2021 | 7     | 27  | 16   | 48     | 9         | 3011089587      | 9D   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 3391710505      | 2A   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 2818150870      | 3A   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 8932594930      | 4A   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 5551547908      | 5D   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 7771405611      | 6C   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 2438825627      | 7C   |
| 10 | 8                 | 4                      | 2021 | 7     | 30  | 13   | 55     | 10        | 7884829354      | 8D   |
| 11 | 8                 | 12                     | 2021 | 7     | 30  | 13   | 7      | 11        | 4001449165      | 9C   |
| 11 | 8                 | 12                     | 2021 | 7     | 30  | 13   | 7      | 11        | 2290269570      | 2C   |
| 11 | 8                 | 12                     | 2021 | 7     | 30  | 13   | 7      | 11        | 2160709651      | 3A   |
| 11 | 8                 | 12                     | 2021 | 7     | 30  | 13   | 7      | 11        | 8336437534      | 4D   |
| 11 | 8                 | 12                     | 2021 | 7     | 30  | 13   | 7      | 11        | 8496433585      | 5D   |
| 12 | 2                 | 8                      | 2021 | 7     | 30  | 18   | 57     | 12        | 6117294637      | 6A   |
| 12 | 2                 | 8                      | 2021 | 7     | 30  | 18   | 57     | 12        | 6464352048      | 7C   |
| 12 | 2                 | 8                      | 2021 | 7     | 30  | 18   | 57     | 12        | 1236213682      | 8B   |
| 12 | 2                 | 8                      | 2021 | 7     | 30  | 18   | 57     | 12        | 4631067354      | 9D   |
| 12 | 2                 | 8                      | 2021 | 7     | 30  | 18   | 57     | 12        | 2169423415      | 2A   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 8834222028      | 3D   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 3866596772      | 4C   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 7118667746      | 5B   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 5361280978      | 6C   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 4223654265      | 7B   |
| 13 | 3                 | 8                      | 2021 | 7     | 26  | 15   | 37     | 13        | 4328444220      | 8B   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 2047409662      | 9B   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 1782675901      | 2A   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 9290922261      | 3C   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 1095374669      | 4D   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 9698118788      | 5C   |
| 14 | 5                 | 8                      | 2021 | 7     | 26  | 12   | 8      | 14        | 2041495124      | 6B   |
| 15 | 8                 | 1                      | 2021 | 7     | 27  | 7    | 54     | 15        | 7954314541      | 7A   |
| 15 | 8                 | 1                      | 2021 | 7     | 27  | 7    | 54     | 15        | 4590049635      | 8A   |
| 15 | 8                 | 1                      | 2021 | 7     | 27  | 7    | 54     | 15        | 8639149598      | 9B   |
| 15 | 8                 | 1                      | 2021 | 7     | 27  | 7    | 54     | 15        | 8909375052      | 2D   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 1679711307      | 3A   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 5584283945      | 4D   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 5776544886      | 5B   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 9747563214      | 6D   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 7894166154      | 7B   |
| 16 | 8                 | 2                      | 2021 | 7     | 26  | 20   | 44     | 16        | 6034823042      | 8D   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 4408372428      | 9D   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 2312901747      | 2B   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 1151340634      | 3B   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 8174538026      | 4C   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 1050247273      | 5A   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 7834357192      | 6A   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 9687940003      | 7C   |
| 17 | 8                 | 4                      | 2021 | 7     | 28  | 20   | 16     | 17        | 6632213958      | 8B   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 2835165196      | 9C   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 6131360461      | 2C   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 3231999695      | 3C   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 3592750733      | 4C   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 2626335085      | 5D   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 6117294637      | 6B   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 2996517496      | 7A   |
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      | 18        | 3915621712      | 8D   |
| 19 | 2                 | 8                      | 2021 | 7     | 28  | 21   | 15     | 19        | 7771405611      | 9D   |
| 19 | 2                 | 8                      | 2021 | 7     | 28  | 21   | 15     | 19        | 8174538026      | 2C   |
| 19 | 2                 | 8                      | 2021 | 7     | 28  | 21   | 15     | 19        | 7020183712      | 3C   |
| 19 | 2                 | 8                      | 2021 | 7     | 28  | 21   | 15     | 19        | 5138876283      | 4C   |
| 19 | 2                 | 8                      | 2021 | 7     | 28  | 21   | 15     | 19        | 4158550933      | 5A   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 2963008352      | 6B   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 8639149598      | 7C   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 2160709651      | 8A   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 4120608613      | 9B   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 4408372428      | 2D   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 6034823042      | 3B   |
| 20 | 6                 | 8                      | 2021 | 7     | 28  | 15   | 22     | 20        | 7918203533      | 4B   |
| 21 | 3                 | 8                      | 2021 | 7     | 26  | 17   | 58     | 21        | 8810489487      | 5A   |
| 21 | 3                 | 8                      | 2021 | 7     | 26  | 17   | 58     | 21        | 2438825627      | 6A   |
| 21 | 3                 | 8                      | 2021 | 7     | 26  | 17   | 58     | 21        | 4041498045      | 7D   |
| 21 | 3                 | 8                      | 2021 | 7     | 26  | 17   | 58     | 21        | 2835165196      | 8D   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 9920757687      | 9A   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 8714200946      | 2C   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 9029462229      | 3D   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 9135709773      | 4D   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 5031682798      | 5C   |
| 22 | 1                 | 8                      | 2021 | 7     | 28  | 12   | 51     | 22        | 4356447308      | 6B   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 4149859587      | 7D   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 9183348466      | 8A   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 7378796210      | 9B   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 7874488539      | 2C   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 4195341387      | 3A   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 6263461050      | 4A   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 3231999695      | 5A   |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     | 23        | 7951366683      | 6B   |
| 24 | 7                 | 8                      | 2021 | 7     | 30  | 16   | 27     | 24        | 8623763125      | 7A   |
| 24 | 7                 | 8                      | 2021 | 7     | 30  | 16   | 27     | 24        | 1151340634      | 8C   |
| 24 | 7                 | 8                      | 2021 | 7     | 30  | 16   | 27     | 24        | 7178034193      | 9A   |
| 24 | 7                 | 8                      | 2021 | 7     | 30  | 16   | 27     | 24        | 3592750733      | 2C   |
| 25 | 5                 | 8                      | 2021 | 7     | 27  | 14   | 33     | 25        | 1618186613      | 3B   |
| 25 | 5                 | 8                      | 2021 | 7     | 27  | 14   | 33     | 25        | 8613298074      | 4C   |
| 25 | 5                 | 8                      | 2021 | 7     | 27  | 14   | 33     | 25        | 8914039923      | 5D   |
| 25 | 5                 | 8                      | 2021 | 7     | 27  | 14   | 33     | 25        | 1526109096      | 6C   |
| 25 | 5                 | 8                      | 2021 | 7     | 27  | 14   | 33     | 25        | 7834357192      | 7B   |
| 26 | 2                 | 8                      | 2021 | 7     | 27  | 13   | 32     | 26        | 9608210024      | 8A   |
| 26 | 2                 | 8                      | 2021 | 7     | 27  | 13   | 32     | 26        | 7226911797      | 9A   |
| 26 | 2                 | 8                      | 2021 | 7     | 27  | 13   | 32     | 26        | 7049073643      | 2C   |
| 26 | 2                 | 8                      | 2021 | 7     | 27  | 13   | 32     | 26        | 4754635619      | 3A   |
| 26 | 2                 | 8                      | 2021 | 7     | 27  | 13   | 32     | 26        | 6216255522      | 4C   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 4631067354      | 5C   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 9698118788      | 6B   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 9355133130      | 7D   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 1207566299      | 8C   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 6131360461      | 9A   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 4223654265      | 2C   |
| 27 | 5                 | 8                      | 2021 | 7     | 28  | 8    | 35     | 27        | 7712200330      | 3C   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 7179245843      | 4A   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 8834222028      | 5C   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 9852889341      | 6B   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 2628207874      | 7B   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 3699913849      | 8A   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 8336437534      | 9B   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 3391710505      | 2A   |
| 28 | 3                 | 8                      | 2021 | 7     | 26  | 22   | 49     | 28        | 3355598951      | 3D   |
| 29 | 8                 | 11                     | 2021 | 7     | 27  | 14   | 48     | 29        | 5361280978      | 4B   |
| 29 | 8                 | 11                     | 2021 | 7     | 27  | 14   | 48     | 29        | 4328444220      | 5D   |
